"author","reviewBody","reviewRating","ratingMaxvalue","reviewTags","dateCreated","images","reviewUrl","reviewSource","orginalText","name","reviewCount","aggregateRating","address","place_id","input","businessUrl"
"aicha tiss","Very late on delivery and confused staff giving wrong information. Do not deliver on time or respond refused to give refund. The worst experience ever","1.0","5.0","Critical: Professionalism","6 months ago","","https://www.google.com/maps/contrib/107642878637815284986/reviews?hl=en-US&sa=X&ved=2ahUKEwiI3-P4rbTxAhVSqJ4KHY0iAXcQvfQBegQIARBC","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"Pravina Soneji","","5.0","5.0","","10 months ago","","https://www.google.com/maps/contrib/107281166291526029759/reviews?hl=en-US&sa=X&ved=2ahUKEwjVpISCrrTxAhXDsZ4KHafLAywQvfQBegQIARAj","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"Solenn Le Floch","Positive: Professionalism , Quality , Responsiveness , Value","5.0","5.0","Positive: Professionalism, Quality, Responsiveness, Value","4 months ago","","https://www.google.com/maps/contrib/101394011109991889562/reviews?hl=en-US&sa=X&ved=2ahUKEwiL1t7lrbTxAhXKrZ4KHQyfAKsQvfQBegQIARBP","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"Dami Mabadeje","","5.0","5.0","","a year ago","","https://www.google.com/maps/contrib/111826869721662815140/reviews?hl=en-US&sa=X&ved=2ahUKEwjt4fujrrTxAhVUqJ4KHcLSAcsQvfQBegQIARBq","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"Meera Nirav Patel","Excellent service Cakestoday. Specially thanks to BEN!!!!..This cake melted my heart from the very first moment I laid eyes on it! It was hard to hold the tears back because it truly was everything I could have hoped for to make my son birthday special my son is disabled and you guys put a smile on his face you made his day thank you💕💕 !!!!!We can never thank you enough for helping to make his big day truly memorable!!","5.0","5.0","","2 years ago","","https://www.google.com/maps/contrib/117613345649805575233/reviews?hl=en-US&sa=X&ved=2ahUKEwiVva69rrTxAhUIuZ4KHR_RBRwQvfQBegQIARAN","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"Claire Brodin","Cakes Today are miracle workers! Not only do they deliver on the day or 24 hours but the creations are beyond what you’d expect and better! I’ve used this company about 6 times now and just when I think the last cake was was amazing, the next is even better. I’ve tried both regular and vegan varieties and every single one is absolutely delicious! Unfortunately the cakes are NOT too sickly sweet, so you WILL end up eating the whole thing and making up reasons to order another one....","5.0","5.0","Positive: Quality","5 months ago","","https://www.google.com/maps/contrib/110956628576996612327/reviews?hl=en-US&sa=X&ved=2ahUKEwik2sjxrbTxAhWCrp4KHQmsCmEQvfQBegQIARBm","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"Alloyd Fernandes","A Simple Cake was awesome to work with! They answered all my emails and questions promptly. I sent them pictures of what I wanted and they made my cake look exactly like in the pictures. It was such a beautiful cake! In regards to the taste; I must be honest, the flavor itself was delicious! I loved the combination of lemon, raspberry jam and buttercream. They even accommodated us and gave us the leftover fruits from the cake. I would highly recommend them to anyone who wants a simple, small cake for an intimate wedding.","5.0","5.0","","2 years ago","","https://www.google.com/maps/contrib/100619615775633474962/reviews?hl=en-US&sa=X&ved=2ahUKEwi1oty8rrTxAhWBs54KHXL4DRQQvfQBegQIARAZ","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"Vanessa Lago","Positive: Professionalism , Quality","5.0","5.0","Positive: Professionalism, Quality","3 months ago","","https://www.google.com/maps/contrib/114329491444944924715/reviews?hl=en-US&sa=X&ved=2ahUKEwjlw9bgrbTxAhVWuZ4KHY7yAFgQvfQBegQIARBr","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"Joyce D'Souza D'Souza","Ordered amazing cake to be delivered on the same day ! Amazing experience will definitely recommend friends & family.","5.0","5.0","Positive: Professionalism","4 months ago","","https://www.google.com/maps/contrib/101776422224659564011/reviews?hl=en-US&sa=X&ved=2ahUKEwiHu_7krbTxAhUNrp4KHYLxBh4QvfQBegQIARAQ","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"Lukshan Ravikumar","Best service, fast delivery and delicious cake...","5.0","5.0","","a year ago","","https://www.google.com/maps/contrib/113492090047882048159/reviews?hl=en-US&sa=X&ved=2ahUKEwiA2N2frrTxAhXFsZ4KHW9XBa0QvfQBegQIARAN","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"Michelle Aspey","Amazing Company! Ordered 11am delivered in evening! Phoned through from the south to son in London. He loved Cupcakes and will be ordering more for sure! Many Thanks.😃","5.0","5.0","","a year ago","","https://www.google.com/maps/contrib/115640454145098598163/reviews?hl=en-US&sa=X&ved=2ahUKEwi1o9OMrrTxAhXEo54KHYAgDOIQvfQBegQIARBX","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"Marwa Baitelmal","I never offer reviews unless it is truly honest and worth it, this is! I ordered a cake the night before my birthday, wanted to make a few adjustments and customize it, they called me immediately and were happy to make the changes and accommodate my request. They gave me a four hour time slot and the cake arrived on the early side, delivery was smooth and professional. The cake itself I loved, it was not dry. I ordered a vanilla sponge cake with buttercream frosting and mixed fruit jam in the middle. Overall the whole experience was amazing! From order to execution and taste. All with next day delivery! Definitely impressed and would recommend. Thank you cakes today!","5.0","5.0","Positive: Professionalism, Quality, Responsiveness, Value","4 months ago","","https://www.google.com/maps/contrib/101377546599731074518/reviews?hl=en-US&sa=X&ved=2ahUKEwit5qnprbTxAhWG9Z4KHdh7BzQQvfQBegQIARBt","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"Sara Higgins","Excellent service from start to finish. Will use again and again. Made my sons birthday special xxx Thankyou very much xxxxxxx","5.0","5.0","Positive: Professionalism, Quality, Responsiveness, Value","5 months ago","","https://www.google.com/maps/contrib/105496595363663935200/reviews?hl=en-US&sa=X&ved=2ahUKEwjN_uTvrbTxAhXFsZ4KHW9XBa0QvfQBegQIARAb","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"UCHE ADAORA","The cake was amazing( I’ve literally never seen a cake so big)! I literally ordered the night before, customer service was fantastic. Very polite company. Cake was beautiful and tasted amazing! Have already recommended to 3 friends. Will 100% make another purchase. Thank you for providing such a good service","5.0","5.0","","2 years ago","","https://www.google.com/maps/contrib/111413590802284654767/reviews?hl=en-US&sa=X&ved=2ahUKEwiHs6O0rrTxAhVV7J4KHSQ0Df4QvfQBegQIARAO","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"N S","Made an order this morning through Uber eats, no delivery arrived although it states it’s been delivered. Been trying to get a response from anyone without any success. Scammers, avoid!!!!!! Ruined my pre Father’s Day surprise, not happy at all","1.0","5.0","","a year ago","","https://www.google.com/maps/contrib/101207086271988839729/reviews?hl=en-US&sa=X&ved=2ahUKEwj78PaFrrTxAhXIsJ4KHWKkAEYQvfQBegQIARBo","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"rahul patlolla","","1.0","5.0","","a year ago","","https://www.google.com/maps/contrib/115901645409954496906/reviews?hl=en-US&sa=X&ved=2ahUKEwi3goKPrrTxAhWWhJ4KHZlEAbAQvfQBegQIARA-","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
"fopesaiye Ajala","","5.0","5.0","","a year ago","","https://www.google.com/maps/contrib/108855789651769052154/reviews?hl=en-US&sa=X&ved=2ahUKEwiRr-6grrTxAhXNyp4KHQdIAlMQvfQBegQIARAa","www.google.com","","Cakes Today","2,296","4.5","Rubicon House, Second Way, Wembley, United Kingdom","ChIJs4vWMHgRdkgRsx4_nn6PlJQ","https://www.google.com/search?q=cakes+today+uk&rlz=1C1CHBD_enIN906IN906&sxsrf=ALeKk02zwOwzR2tXt3g9Qyz1AdZthhvSjA%3A1624274364788&ei=vHXQYLzEL4qa4-EP662DwAg&gs_ssp=eJzj4tFP1zcsKKnMM7TMMTNgtFI1qDCxMDczNDS3MDZIMbNISjK2MqiwNLE0sUgzT7VMNU4zTE0y9uJLTsxOLVYoyU9JrFQozQYAk2IT6g&oq=cakes+today&gs_lcp=Cgdnd3Mtd2l6EAMYATIECCMQJzIKCC4QxwEQrwEQJzIECCMQJzICCAAyBAgAEAoyAggAMgcIABDJAxAKMgQIABAKMgIIADICCAA6BwgjELADECc6BwgAEEcQsAM6BwgAELADEEM6BAgAEEM6BggAEBYQHlCsJ1i1LGDmOWgBcAJ4AYAB2QGIAaUIkgEFMC41LjGYAQCgAQGqAQdnd3Mtd2l6yAEKwAEB&sclient=gws-wiz#lrd=0x4876117830d68bb3:0x94948f7e9e3f1eb3,1","https://www.google.com/maps/place/?q=place_id:ChIJs4vWMHgRdkgRsx4_nn6PlJQ"
